day,os,version,downloads
2015-02-26,win,2.2.1pat,1
2015-02-26,win,2.14.1,1
2015-02-26,win,2.9.2,1
2015-02-26,src,2.6.0,1
2015-02-26,src,2.15.2,2
2015-02-26,win,2.13.1,1
2015-02-26,src,3.0.3,3
2015-02-26,win,2.6.0,1
2015-02-26,win,2.10.0,1
2015-02-26,win,2.13.0,2
2015-02-26,win,2.4.1,1
2015-02-26,osx,3.0.3,1
2015-02-26,src,3.0.2,1
2015-02-26,win,3.0.3,2
2015-02-26,win,2.9.1,1
2015-02-26,win,2.12.0,2
2015-02-26,src,2.15.1,1
2015-02-26,win,2.8.1,1
2015-02-26,win,devel,5
2015-02-27,win,3.1.2patched,1
2015-02-27,osx,2.12.0,1
2015-02-27,src,2.4.0,1
2015-02-27,src,2.0.0,1
2015-02-27,osx,2.14.2,1
2015-02-27,osx,2.10.0,1
2015-02-27,src,3.1.1,5
2015-02-27,src,3.1.0,62
2015-02-27,win,2.15.0,1
2015-02-27,src,3.0.2,1
2015-02-27,osx,2.15.2,1
2015-02-27,win,2.12.1,2
2015-02-27,osx,2.13.0,1
2015-02-27,osx,2.14.0,1
2015-02-27,osx,2.14.1,1
2015-02-27,src,2.13.0,1
2015-02-27,src,2.10.0,1
2015-02-27,win,2.15.3,1
2015-02-27,win,3.1.2,2653
2015-02-27,osx,2.12.1,1
2015-02-27,src,2.15.0,1
2015-02-27,osx,2.15.1,1
2015-02-27,osx,2.12.2,1
2015-02-27,src,2.9.2,1
2015-02-27,osx,3.0.0,1
2015-02-27,src,2.15.2,5
2015-02-27,osx,2.10.1,1
2015-02-27,osx,2.15.3,1
2015-02-27,src,2.15.3,3
2015-02-27,win,3.1.1,124
2015-02-27,osx,2.11.1,1
2015-02-27,osx,2.13.2,1
2015-02-27,src,2.10.1,1
2015-02-27,osx,2.15.0,2
2015-02-27,osx,latest,10
2015-02-27,osx,2.13.1,1
2015-02-27,osx,2.11.0,2
2015-02-27,src,3.1.2,97
2015-02-27,osx,3.1.0,5
2015-02-27,src,2.12.1,1
2015-02-27,osx,3.0.2,1
2015-02-27,osx,3.1.2,265
2015-02-27,osx,3.1.1,2
2015-02-27,osx,3.0.1,1
2015-02-27,osx,3.0.3,3
2015-02-27,win,3.1.0,1
2015-02-28,src,3.1.2,58
2015-02-28,osx,3.1.2,193
2015-02-28,src,2.15.1,2
2015-02-28,osx,2.11.0,2
2015-02-28,src,2.15.0,1
2015-02-28,src,3.0.3,3
2015-02-28,win,devel,1
2015-02-28,win,3.1.1,130
2015-02-28,src,3.0.0,3
2015-02-28,src,2.8.1,1
2015-02-28,src,latest,1
2015-02-28,osx,latest,6
2015-02-28,osx,3.0.0,1
2015-02-28,src,3.1.1,1
2015-02-28,osx,2.10.1,1
2015-02-28,src,3.0.2,1
2015-02-28,src,2.11.0,2
2015-02-28,src,3.1.0,61
2015-02-28,win,3.1.2,2597
2015-02-28,osx,3.0.3,1
2015-02-28,osx,3.0.1,1
2015-02-28,src,2.6.1,1
2015-02-28,src,2.15.3,1
2015-02-28,win,3.1.3beta,3
2015-02-28,osx,3.1.1,1
2015-02-28,src,2.15.2,1
2015-02-28,win,2.10.1,1
2015-02-28,win,3.1.0,1
2015-02-28,win,3.0.3,1
2015-03-01,src,latest,1
2015-03-01,win,2.13.1,1
2015-03-01,osx,3.1.2,170
2015-03-01,win,2.8.1,1
2015-03-01,src,3.1.1,1
2015-03-01,src,3.0.0,1
2015-03-01,src,3.1.2,34
2015-03-01,win,3.1.1,131
2015-03-01,win,2.11.1,1
2015-03-01,osx,2.10.0,1
2015-03-01,win,devel,2
2015-03-01,src,3.1.0,63
2015-03-01,src,2.1.0,1
2015-03-01,win,3.1.2,1813
2015-03-01,src,2.5.0,1
2015-03-01,win,3.1.0,2
2015-03-01,src,2.15.2,1
2015-03-01,win,2.15.2,5
2015-03-01,src,2.7.2,1
2015-03-01,win,3.1.3beta,1
2015-03-01,src,2.7.0,1
2015-03-01,osx,2.15.0,1
2015-03-01,src,3.0.1,1
2015-03-01,win,3.0.2,1
2015-03-02,src,3.0.3,5
2015-03-02,win,2.5.0,1
2015-03-02,win,2.10.1,1
2015-03-02,src,2.8.1,1
2015-03-02,win,2.9.2,1
2015-03-02,win,3.1.1,143
2015-03-02,src,2.8.0,5
2015-03-02,src,3.1.1,2
2015-03-02,win,devel,3
2015-03-02,src,2.5.1,3
2015-03-02,win,3.1.0,2
2015-03-02,src,latest,2
2015-03-02,src,2.3.0,1
2015-03-02,win,3.1.3beta,1
2015-03-02,src,2.10.0,1
2015-03-02,osx,2.15.1,1
2015-03-02,win,3.1.2patched,1
2015-03-02,osx,3.1.2,330
2015-03-02,osx,2.10.0,1
2015-03-02,src,3.1.2,82
2015-03-02,osx,latest,4
2015-03-02,src,2.15.3,2
2015-03-02,src,3.1.0,63
2015-03-02,win,3.1.3rc,2
2015-03-02,osx,2.15.2,2
2015-03-02,win,3.0.2,1
2015-03-02,win,3.1.2,3413
2015-03-02,src,3.0.2,4
2015-03-02,osx,3.0.2,1
2015-03-02,osx,2.15.3,1
2015-03-02,src,2.0.0,1
2015-03-02,src,3.0.0,1
2015-03-02,src,2.14.0,1
2015-03-02,win,2.15.2,1
2015-03-02,osx,3.1.0,1
2015-03-03,osx,3.1.2,353
2015-03-03,src,3.1.1,6
2015-03-03,src,3.1.2,103
2015-03-03,src,latest,1
2015-03-03,win,2.10.0,1
2015-03-03,osx,latest,15
2015-03-03,win,3.1.0,8
2015-03-03,src,2.13.2,1
2015-03-03,src,2.3.0,1
2015-03-03,src,2.4.1,1
2015-03-03,win,3.1.3rc,2
2015-03-03,src,2.11.0,1
2015-03-03,win,devel,1
2015-03-03,win,2.15.3,6
2015-03-03,osx,2.12.2,1
2015-03-03,osx,2.15.2,1
2015-03-03,win,3.1.2,3637
2015-03-03,osx,2.15.3,1
2015-03-03,src,3.1.0,61
2015-03-03,win,3.1.1,132
2015-03-03,win,3.0.2,6
2015-03-03,src,2.2.0,1
2015-03-04,src,3.1.0,62
2015-03-04,win,2.2.0,1
2015-03-04,win,2.14.0,1
2015-03-04,win,2.9.2,1
2015-03-04,win,2.2.1,1
2015-03-04,src,3.0.0,1
2015-03-04,win,2.6.0,1
2015-03-04,win,2.13.1,1
2015-03-04,src,2.11.1,1
2015-03-04,src,2.15.2,7
2015-03-04,win,2.7.0,2
2015-03-04,win,3.1.0,2
2015-03-04,win,2.3.1,1
2015-03-04,win,2.4.0,1
2015-03-04,win,3.0.1,1
2015-03-04,win,3.1.1,130
2015-03-04,win,2.7.1,1
2015-03-04,osx,3.0.2,1
2015-03-04,win,2.3.0,1
2015-03-04,win,2.9.1,1
2015-03-04,win,2.12.1,1
2015-03-04,win,2.6.1,1
2015-03-04,win,3.0.2,1
2015-03-04,osx,3.1.2,345
2015-03-04,win,2.15.1,1
2015-03-04,src,3.1.2,101
2015-03-04,win,2.11.1,2
2015-03-04,win,2.2.1pat,1
2015-03-04,win,2.13.2,1
2015-03-04,osx,3.1.0,1
2015-03-04,win,2.5.0,1
2015-03-04,win,2.12.0,1
2015-03-04,win,3.0.3,1
2015-03-04,win,2.8.0,1
2015-03-04,src,2.12.1,1
2015-03-04,src,2.15.3,6
2015-03-04,win,2.8.1,1
2015-03-04,win,devel,4
2015-03-04,osx,latest,5
2015-03-04,win,2.5.1,1
2015-03-04,win,2.9.0,1
2015-03-04,win,2.10.1,1
2015-03-04,win,2.14.2,1
2015-03-04,win,2.14.1,1
2015-03-04,src,2.13.0,1
2015-03-04,osx,3.1.1,4
2015-03-04,win,2.4.1,1
2015-03-04,win,2.6.2,2
2015-03-04,win,2.7.2,2
2015-03-04,src,2.15.0,1
2015-03-04,win,2.10.0,1
2015-03-04,src,2.11.0,5
2015-03-04,win,2.11.0,2
2015-03-04,src,3.0.1,2
2015-03-04,src,3.0.3,1
2015-03-04,win,3.1.3rc,4
2015-03-04,win,2.15.2,1
2015-03-04,win,2.12.2,1
2015-03-04,win,2.15.0,2
2015-03-04,win,3.1.2,3386
2015-03-04,win,2.15.3,3
2015-03-04,src,3.1.1,7
2015-03-04,win,3.0.0,1
2015-03-04,src,2.15.1,1
2015-03-04,win,2.13.0,1
2015-03-05,src,3.0.2,1
2015-03-05,win,3.1.1,130
2015-03-05,osx,3.0.1,1
2015-03-05,osx,2.15.3,1
2015-03-05,src,3.1.2,94
2015-03-05,src,2.11.0,1
2015-03-05,osx,latest,15
2015-03-05,win,devel,2
2015-03-05,win,2.8.0,1
2015-03-05,win,2.15.3,2
2015-03-05,src,3.0.1,1
2015-03-05,win,2.15.2,1
2015-03-05,win,release.exe,2
2015-03-05,src,2.15.3,1
2015-03-05,src,3.1.0,62
2015-03-05,win,3.1.2,3608
2015-03-05,src,latest,2
2015-03-05,osx,2.13.2,1
2015-03-05,src,2.9.0,1
2015-03-05,win,3.1.0,2
2015-03-05,osx,2.14.0,1
2015-03-05,win,3.1.3rc,8
2015-03-05,osx,3.1.2,362
2015-03-05,src,3.1.1,6
2015-03-05,win,2.14.1,1
2015-03-05,win,2.11.1,1
2015-03-05,osx,2.12.2,1
2015-03-05,osx,2.11.0,2
2015-03-06,win,2.15.2,1
2015-03-06,win,3.0.2,1
2015-03-06,src,2.12.2,1
2015-03-06,src,3.1.2,87
2015-03-06,src,3.0.3,2
2015-03-06,osx,2.10.1,1
2015-03-06,win,devel,3
2015-03-06,src,latest,7
2015-03-06,src,2.15.3,1
2015-03-06,win,3.1.1,136
2015-03-06,osx,3.0.3,2
2015-03-06,win,2.15.3,1
2015-03-06,osx,2.11.1,1
2015-03-06,src,2.4.0,1
2015-03-06,osx,2.14.2,1
2015-03-06,osx,2.15.0,2
2015-03-06,win,3.1.0,3
2015-03-06,osx,2.14.0,1
2015-03-06,win,3.0.3,1
2015-03-06,win,3.1.2,3160
2015-03-06,osx,latest,14
2015-03-06,osx,3.1.2,327
2015-03-06,osx,2.15.3,1
2015-03-06,win,2.12.2,2
2015-03-06,src,3.0.0,1
2015-03-06,win,3.1.3rc,5
2015-03-06,src,3.1.0,64
2015-03-06,src,3.1.1,7
2015-03-07,win,3.1.2,2496
2015-03-07,win,2.15.3,1
2015-03-07,osx,latest,3
2015-03-07,src,2.15.0,2
2015-03-07,osx,3.1.2,198
2015-03-07,osx,3.1.1,1
2015-03-07,src,3.0.0,4
2015-03-07,src,2.15.2,3
2015-03-07,osx,3.0.3,1
2015-03-07,src,2.15.1,5
2015-03-07,src,3.1.2,42
2015-03-07,win,devel,2
2015-03-07,win,3.0.2,3
2015-03-07,win,3.1.1,123
2015-03-07,osx,2.15.0,1
2015-03-07,src,3.0.2,1
2015-03-07,src,2.15.3,3
2015-03-07,win,3.1.3rc,3
2015-03-07,src,3.0.3,1
2015-03-07,src,3.1.0,58
2015-03-07,win,2.12.1,1
2015-03-07,osx,2.15.1,4
2015-03-07,src,3.1.1,2
2015-03-08,osx,latest,2
2015-03-08,win,3.0.3,1
2015-03-08,osx,3.1.2,189
2015-03-08,src,2.6.2,3
2015-03-08,win,3.1.2,2360
2015-03-08,win,3.1.3rc,16
2015-03-08,src,3.0.3,3
2015-03-08,win,2.14.2,1
2015-03-08,src,3.1.2,64
2015-03-08,src,2.15.3,3
2015-03-08,win,devel,1
2015-03-08,src,3.1.0,63
2015-03-08,src,3.1.1,2
2015-03-08,win,3.1.1,133
2015-03-09,src,latest,2
2015-03-09,src,3.1.1,5
2015-03-09,win,3.0.1,3
2015-03-09,win,3.1.1,97
2015-03-09,win,2.3.0,1
2015-03-09,osx,3.1.2,351
2015-03-09,win,3.1.3,893
2015-03-09,win,2.15.2,2
2015-03-09,win,2.12.2,1
2015-03-09,win,3.1.0,2
2015-03-09,src,2.13.2,1
2015-03-09,src,3.1.2,101
2015-03-09,src,3.0.3,1
2015-03-09,win,3.1.3rc,24
2015-03-09,src,3.0.0,5
2015-03-09,src,3.1.0,63
2015-03-09,src,3.0.1,1
2015-03-09,osx,2.15.3,1
2015-03-09,win,3.1.2,2041
2015-03-09,win,2.15.3,6
2015-03-09,win,devel,1
2015-03-09,src,2.0.0,1
2015-03-09,osx,2.15.0,1
2015-03-09,src,3.1.3,46
2015-03-09,osx,latest,22
2015-03-10,osx,2.15.1,1
2015-03-10,osx,2.12.1,1
2015-03-10,src,3.0.2,1
2015-03-10,src,3.1.3,171
2015-03-10,win,3.1.1,3
2015-03-10,osx,2.10.1,1
2015-03-10,osx,3.1.3,424
2015-03-10,win,3.1.3,2993
2015-03-10,win,2.15.2,1
2015-03-10,src,3.0.1,2
2015-03-10,osx,3.1.1,7
2015-03-10,osx,latest,1
2015-03-10,osx,3.1.2,291
2015-03-10,osx,2.12.0,1
2015-03-10,osx,3.0.3,1
2015-03-10,src,2.6.1,1
2015-03-10,src,latest,1
2015-03-10,win,3.0.3,1
2015-03-10,win,release.exe,2
2015-03-10,src,2.15.0,2
2015-03-10,src,3.1.2,45
2015-03-10,win,2.15.3,3
2015-03-10,src,3.0.3,1
2015-03-10,win,3.1.2,10
2015-03-10,win,3.1.3rc,3
2015-03-10,win,devel,4
2015-03-10,src,2.15.3,3
2015-03-10,src,3.1.0,60
2015-03-10,win,3.1.0,1
2015-03-10,win,3.0.2,2
2015-03-10,src,2.13.1,1
2015-03-10,src,3.1.1,10
2015-03-11,src,3.0.2,1
2015-03-11,win,3.0.3,2
2015-03-11,osx,3.0.3,1
2015-03-11,win,3.0.2,4
2015-03-11,win,2.15.0,1
2015-03-11,osx,3.1.2,2
2015-03-11,win,3.1.3,2217
2015-03-11,win,2.12.2,1
2015-03-11,osx,2.15.1,1
2015-03-11,src,latest,3
2015-03-11,src,2.13.0,1
2015-03-11,osx,3.1.1,1
2015-03-11,win,2.12.0,1
2015-03-11,win,2.15.3,4
2015-03-11,win,3.1.2,4
2015-03-11,win,2.9.1,1
2015-03-11,src,3.1.2,54
2015-03-11,src,3.0.3,1
2015-03-11,osx,3.1.3,395
2015-03-11,osx,2.15.3,1
2015-03-11,src,3.1.3,119
2015-03-11,src,2.15.0,2
2015-03-11,osx,3.1.0,3
2015-03-11,win,devel,3
2015-03-11,src,2.15.3,6
2015-03-11,osx,2.14.1,2
2015-03-11,win,2.15.2,1
2015-03-11,osx,2.12.0,1
2015-03-11,src,3.1.1,4
2015-03-11,src,3.1.0,62
2015-03-11,src,2.14.1,1
2015-03-11,osx,2.12.1,1
2015-03-11,osx,2.14.0,1
2015-03-11,osx,latest,8
2015-03-11,osx,3.0.2,1
2015-03-11,win,3.1.1,2
2015-03-11,win,2.8.0,1
2015-03-11,win,3.0.1,2
2015-03-12,win,3.1.3patched,1
2015-03-12,win,3.1.2,10
2015-03-12,osx,3.1.2,2
2015-03-12,osx,2.10.0,1
2015-03-12,win,2.15.3,1
2015-03-12,win,3.0.2,1
2015-03-12,osx,3.1.3,358
2015-03-12,src,3.1.0,62
2015-03-12,src,2.4.0,1
2015-03-12,win,3.1.1,3
2015-03-12,src,3.1.3,94
2015-03-12,src,2.15.0,1
2015-03-12,src,2.15.3,2
2015-03-12,win,2.11.1,1
2015-03-12,win,3.1.0,1
2015-03-12,osx,2.14.2,2
2015-03-12,win,3.1.3,2089
2015-03-12,win,3.0.0,1
2015-03-12,src,3.0.2,3
2015-03-12,osx,2.12.1,1
2015-03-12,win,devel,2
2015-03-12,src,latest,4
2015-03-12,src,3.1.2,53
2015-03-12,win,2.13.2,4
2015-03-12,src,2.5.0,1
2015-03-12,win,2.9.2,1
2015-03-12,src,3.1.1,7
2015-03-12,win,3.0.1,1
2015-03-12,src,2.14.0,2
2015-03-13,win,2.15.0,2
2015-03-13,src,2.15.2,1
2015-03-13,osx,3.1.3,279
2015-03-13,src,latest,4
2015-03-13,src,2.7.0,1
2015-03-13,win,2.6.0,1
2015-03-13,win,2.2.0,1
2015-03-13,src,2.14.0,1
2015-03-13,src,2.15.3,7
2015-03-13,src,2.1.0,1
2015-03-13,src,2.12.1,1
2015-03-13,win,2.9.0,1
2015-03-13,osx,2.15.3,3
2015-03-13,osx,3.0.0,1
2015-03-13,win,2.7.2,1
2015-03-13,src,2.13.0,1
2015-03-13,win,2.10.0,1
2015-03-13,win,2.14.1,1
2015-03-13,win,2.9.1,1
2015-03-13,src,2.5.1,2
2015-03-13,src,3.1.0,66
2015-03-13,win,2.3.0,1
2015-03-13,win,2.14.2,1
2015-03-13,win,2.2.1pat,1
2015-03-13,src,2.10.1,1
2015-03-13,win,3.0.1,1
2015-03-13,src,2.7.2,1
2015-03-13,src,2.10.0,1
2015-03-13,win,2.15.2,1
2015-03-13,osx,3.1.0,1
2015-03-13,win,2.7.0,1
2015-03-13,src,2.13.2,1
2015-03-13,win,3.1.1,3
2015-03-13,src,3.1.2,55
2015-03-13,src,2.2.1,1
2015-03-13,src,2.11.0,1
2015-03-13,src,2.6.0,1
2015-03-13,osx,3.0.1,1
2015-03-13,win,3.1.3,1967
2015-03-13,src,2.14.2,1
2015-03-13,win,2.10.1,1
2015-03-13,src,2.12.0,1
2015-03-13,win,2.13.0,1
2015-03-13,src,2.14.1,1
2015-03-13,src,2.9.1,1
2015-03-13,win,2.5.1,1
2015-03-13,src,2.3.0,1
2015-03-13,win,2.11.0,2
2015-03-13,win,3.1.2,3
2015-03-13,win,2.15.3,2
2015-03-13,src,2.2.0,1
2015-03-13,win,2.14.0,1
2015-03-13,win,2.12.1,1
2015-03-13,src,2.15.1,2
2015-03-13,win,2.12.0,1
2015-03-13,src,2.9.0,1
2015-03-13,win,3.1.0,2
2015-03-13,win,2.6.1,1
2015-03-13,src,2.1.1,1
2015-03-13,osx,3.1.2,2
2015-03-13,osx,2.15.0,1
2015-03-13,osx,3.0.3,1
2015-03-13,src,3.1.1,1
2015-03-13,win,2.2.1,1
2015-03-13,win,2.13.2,1
2015-03-13,win,3.1.3patched,5
2015-03-13,src,3.0.1,2
2015-03-13,win,3.0.0,1
2015-03-13,win,2.8.0,1
2015-03-13,osx,2.10.0,1
2015-03-13,src,2.0.1,1
2015-03-13,osx,latest,4
2015-03-13,win,2.7.1,1
2015-03-13,win,2.4.0,1
2015-03-13,src,3.0.2,1
2015-03-13,src,2.6.1,1
2015-03-13,src,2.8.1,1
2015-03-13,win,2.4.1,1
2015-03-13,src,2.5.0,1
2015-03-13,win,2.13.1,1
2015-03-13,win,2.15.1,1
2015-03-13,src,3.0.3,1
2015-03-13,osx,2.15.1,1
2015-03-13,src,2.4.0,1
2015-03-13,src,3.0.0,1
2015-03-13,src,2.7.1,1
2015-03-13,src,2.8.0,1
2015-03-13,src,2.13.1,1
2015-03-13,src,3.1.3,93
2015-03-13,win,2.8.1,1
2015-03-13,src,2.6.2,1
2015-03-13,src,2.15.0,2
2015-03-13,win,3.0.2,8
2015-03-13,win,3.0.3,1
2015-03-13,src,2.9.2,1
2015-03-13,src,2.4.1,1
2015-03-13,win,2.5.0,1
2015-03-13,win,2.3.1,1
2015-03-13,win,2.6.2,1
2015-03-13,src,2.12.2,1
2015-03-13,win,2.11.1,2
2015-03-13,src,2.11.1,1
2015-03-13,src,2.0.0,1
2015-03-13,src,2.3.1,1
2015-03-13,win,2.12.2,1
2015-03-13,win,devel,3
2015-03-13,win,2.9.2,1
2015-03-14,src,2.6.0,1
2015-03-14,win,2.9.2,1
2015-03-14,src,3.1.3,53
2015-03-14,osx,latest,5
2015-03-14,osx,3.1.3,196
2015-03-14,osx,3.1.2,1
2015-03-14,win,2.9.0,1
2015-03-14,win,3.1.3patched,1
2015-03-14,src,3.1.0,63
2015-03-14,win,2.8.0,1
2015-03-14,win,3.0.3,1
2015-03-14,win,3.0.2,1
2015-03-14,osx,3.1.1,1
2015-03-14,win,3.1.0,1
2015-03-14,win,3.1.2,5
2015-03-14,win,2.10.0,1
2015-03-14,src,3.0.2,1
2015-03-14,win,3.1.3,1865
2015-03-14,src,2.15.3,1
2015-03-14,src,3.1.2,27
2015-03-14,osx,2.13.0,1
2015-03-14,win,2.15.3,1
2015-03-14,osx,2.15.3,1
2015-03-15,win,3.1.3patched,3
2015-03-15,src,2.15.3,1
2015-03-15,src,3.1.3,43
2015-03-15,osx,latest,6
2015-03-15,src,3.1.1,1
2015-03-15,src,3.1.2,23
2015-03-15,osx,2.15.3,1
2015-03-15,win,devel,2
2015-03-15,win,2.10.1,3
2015-03-15,win,3.1.3,1880
2015-03-15,src,2.11.1,1
2015-03-15,osx,3.1.1,1
2015-03-15,osx,3.1.3,253
2015-03-15,win,2.15.0,1
2015-03-15,win,3.1.2,6
2015-03-15,win,3.1.1,1
2015-03-15,osx,3.0.3,1
2015-03-15,src,3.0.3,1
2015-03-15,win,release.exe,1
2015-03-15,src,latest,1
2015-03-15,osx,3.1.2,2
2015-03-15,src,3.1.0,64
2015-03-16,src,2.2.1,1
2015-03-16,osx,2.14.0,1
2015-03-16,win,3.1.3,3109
2015-03-16,win,3.0.2,2
2015-03-16,win,release.exe,1
2015-03-16,src,3.0.2,1
2015-03-16,win,3.1.3patched,2
2015-03-16,osx,2.10.0,1
2015-03-16,src,2.10.1,1
2015-03-16,src,3.1.1,5
2015-03-16,src,2.15.2,1
2015-03-16,win,devel,6
2015-03-16,src,2.9.1,1
2015-03-16,win,2.15.3,1
2015-03-16,src,3.0.3,2
2015-03-16,win,3.1.1,2
2015-03-16,win,3.1.0,2
2015-03-16,src,3.1.2,35
2015-03-16,osx,3.1.3,311
2015-03-16,osx,3.0.3,1
2015-03-16,src,3.1.0,62
2015-03-16,src,2.15.3,1
2015-03-16,osx,latest,5
2015-03-16,win,3.0.3,2
2015-03-16,win,3.0.0,1
2015-03-16,win,2.14.0,1
2015-03-16,src,3.1.3,94
2015-03-16,win,3.1.2,9
2015-03-16,osx,2.15.3,2
2015-03-17,osx,2.11.1,1
2015-03-17,src,2.0.1,1
2015-03-17,osx,2.14.2,1
2015-03-17,osx,latest,10
2015-03-17,osx,3.1.2,6
2015-03-17,osx,3.0.0,2
2015-03-17,win,3.1.1,3
2015-03-17,osx,2.13.1,1
2015-03-17,osx,3.0.1,2
2015-03-17,osx,3.1.0,1
2015-03-17,win,3.0.3,1
2015-03-17,win,2.15.3,2
2015-03-17,osx,3.1.1,1
2015-03-17,osx,3.1.3,312
2015-03-17,osx,3.0.3,2
2015-03-17,osx,2.12.0,2
2015-03-17,src,3.1.0,64
2015-03-17,win,3.1.3patched,2
2015-03-17,osx,2.15.1,2
2015-03-17,src,3.0.2,1
2015-03-17,osx,2.15.3,3
2015-03-17,src,3.1.2,51
2015-03-17,osx,3.0.2,2
2015-03-17,win,3.0.2,2
2015-03-17,src,3.1.1,4
2015-03-17,win,2.13.0,1
2015-03-17,osx,2.14.0,1
2015-03-17,win,3.1.3,2285
2015-03-17,src,3.0.3,2
2015-03-17,osx,2.10.1,1
2015-03-17,osx,2.12.2,1
2015-03-17,win,3.1.2,2
2015-03-17,osx,2.13.2,1
2015-03-17,osx,2.11.0,2
2015-03-17,src,3.1.3,73
2015-03-17,osx,2.15.0,2
2015-03-17,osx,2.10.0,1
2015-03-17,win,3.1.3rc,3
2015-03-17,osx,2.12.1,1
2015-03-18,src,3.1.1,3
2015-03-18,osx,3.1.2,2
2015-03-18,win,3.1.2,1
2015-03-18,src,2.15.0,4
2015-03-18,src,2.12.0,1
2015-03-18,win,3.1.1,1
2015-03-18,osx,2.15.1,1
2015-03-18,src,3.1.3,95
2015-03-18,src,3.0.0,2
2015-03-18,win,devel,2
2015-03-18,win,2.15.3,1
2015-03-18,src,3.1.0,63
2015-03-18,osx,latest,2
2015-03-18,src,2.9.2,1
2015-03-18,src,2.15.3,9
2015-03-18,osx,3.1.3,290
2015-03-18,win,3.1.3patched,2
2015-03-18,src,3.1.2,47
2015-03-18,win,release.exe,1
2015-03-18,src,3.0.2,5
2015-03-18,osx,3.0.0,1
2015-03-18,src,3.0.1,1
2015-03-18,win,3.1.3rc,1
2015-03-18,osx,2.12.0,1
2015-03-18,src,3.0.3,1
2015-03-18,src,2.14.2,3
2015-03-18,win,2.15.0,1
2015-03-18,win,3.1.3,1992
2015-03-18,win,3.1.0,1
2015-03-19,win,devel,3
2015-03-19,osx,2.11.0,1
2015-03-19,win,2.14.1,5
2015-03-19,src,2.15.0,3
2015-03-19,win,2.12.1,1
2015-03-19,osx,2.12.0,1
2015-03-19,osx,latest,1
2015-03-19,osx,3.0.0,2
2015-03-19,osx,3.1.0,3
2015-03-19,osx,3.0.3,2
2015-03-19,src,2.15.3,2
2015-03-19,win,2.5.0,1
2015-03-19,src,3.1.1,5
2015-03-19,src,2.9.1,1
2015-03-19,win,3.1.3patched,3
2015-03-19,src,3.0.2,1
2015-03-19,win,2.15.2,1
2015-03-19,src,3.1.0,66
2015-03-19,osx,3.1.3,276
2015-03-19,win,3.1.1,1
2015-03-19,src,3.1.3,71
2015-03-19,win,3.1.0,1
2015-03-19,osx,2.14.1,1
2015-03-19,win,2.15.3,6
2015-03-19,src,3.1.2,48
2015-03-19,src,2.11.1,2
2015-03-19,osx,2.14.2,1
2015-03-19,win,3.1.2,10
2015-03-19,win,2.15.0,1
2015-03-19,win,3.1.3,1979
2015-03-19,src,3.0.3,1
2015-03-19,src,3.0.1,3
2015-03-20,osx,3.1.3,270
2015-03-20,src,2.15.0,1
2015-03-20,win,3.1.3,1752
2015-03-20,win,2.12.1,1
2015-03-20,win,3.1.0,2
2015-03-20,osx,2.15.2,1
2015-03-20,win,2.8.0,1
2015-03-20,osx,latest,3
2015-03-20,src,3.1.1,5
2015-03-20,win,2.14.2,1
2015-03-20,win,3.0.2,1
2015-03-20,win,3.1.3rc,1
2015-03-20,win,3.1.2,7
2015-03-20,src,3.1.0,66
2015-03-20,win,3.1.1,2
2015-03-20,osx,2.15.0,1
2015-03-20,src,3.1.3,86
2015-03-20,osx,3.1.2,1
2015-03-20,osx,3.0.1,1
2015-03-20,win,2.12.2,1
2015-03-20,osx,3.0.0,2
2015-03-20,src,3.0.3,1
2015-03-20,win,devel,1
2015-03-20,src,2.15.2,1
2015-03-20,win,2.15.2,2
2015-03-20,osx,2.11.0,1
2015-03-20,win,2.10.0,1
2015-03-20,src,3.0.1,2
2015-03-20,src,2.9.2,2
2015-03-20,win,2.15.1,3
2015-03-20,src,3.1.2,42
2015-03-20,win,3.1.3patched,4
2015-03-20,win,2.15.3,2
2015-03-20,win,3.0.3,1
2015-03-21,osx,3.0.2,1
2015-03-21,src,3.0.1,2
2015-03-21,src,2.11.1,1
2015-03-21,src,2.15.3,9
2015-03-21,win,2.12.2,1
2015-03-21,win,3.1.3,1174
2015-03-21,osx,2.15.3,1
2015-03-21,src,2.15.0,2
2015-03-21,src,2.15.1,1
2015-03-21,osx,2.11.0,1
2015-03-21,win,2.12.0,3
2015-03-21,win,2.15.3,2
2015-03-21,win,2.12.1,2
2015-03-21,win,3.1.2,3
2015-03-21,win,3.1.3patched,5
2015-03-21,src,3.1.0,70
2015-03-21,win,2.8.1,1
2015-03-21,src,3.1.3,46
2015-03-21,osx,3.1.3,181
2015-03-21,src,latest,2
2015-03-21,src,3.1.2,19
2015-03-21,win,3.2.0alpha,5
2015-03-22,osx,3.1.0,1
2015-03-22,win,3.1.0,7
2015-03-22,src,3.1.0,61
2015-03-22,win,2.13.1,1
2015-03-22,osx,2.14.2,1
2015-03-22,src,3.1.1,2
2015-03-22,win,2.14.2,1
2015-03-22,win,3.0.3,5
2015-03-22,win,devel,2
2015-03-22,win,3.2.0alpha,15
2015-03-22,src,2.15.2,1
2015-03-22,win,2.4.0,1
2015-03-22,win,2.8.1,1
2015-03-22,win,3.0.0,1
2015-03-22,win,2.12.2,1
2015-03-22,osx,3.1.3,188
2015-03-22,win,2.6.1,1
2015-03-22,win,2.9.0,1
2015-03-22,win,2.9.2,1
2015-03-22,osx,2.15.1,1
2015-03-22,win,2.2.1,1
2015-03-22,win,2.13.0,1
